project_name,download_count,github_url,pypi_url,extensions
pg8000,39491494,,https://pypi.org/project/pg8000/,[]
types-pyyaml,39491186,https://github.com/python/typeshed,https://pypi.org/project/types-pyyaml/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL("", ""CDLL(""]}]"
json5,39052312,https://github.com/dpranke/pyjson5,https://pypi.org/project/json5/,[]
flatbuffers,38883319,https://github.com/google/flatbuffers,https://pypi.org/project/flatbuffers/,"[{""type"": ""CFFI"", ""keywords"": [""ffi.new(""]}]"
structlog,38763007,https://github.com/hynek/structlog,https://pypi.org/project/structlog/,[]
sqlalchemy-bigquery,38656560,https://github.com/googleapis/python-bigquery-sqlalchemy,https://pypi.org/project/sqlalchemy-bigquery/,[]
plotly,38652109,https://github.com/plotly/plotly.py,https://pypi.org/project/plotly/,[]
mypy-boto3-s3,38565043,https://github.com/youtype/mypy_boto3_builder,https://pypi.org/project/mypy-boto3-s3/,[]
altair,38544688,https://github.com/vega/altair,https://pypi.org/project/altair/,[]
colorlog,38256021,https://github.com/borntyping/python-colorlog,https://pypi.org/project/colorlog/,[]
langchain-community,38251793,https://github.com/langchain-ai/langchain,https://pypi.org/project/langchain-community/,[]
google-cloud-appengine-logging,38214730,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-appengine-logging/,[]
types-python-dateutil,38191177,https://github.com/python/typeshed,https://pypi.org/project/types-python-dateutil/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL("", ""CDLL(""]}]"
azure-keyvault-secrets,37975567,https://github.com/Azure/azure-sdk-for-python,https://pypi.org/project/azure-keyvault-secrets/,[]
astroid,37838300,https://github.com/pylint-dev/astroid,https://pypi.org/project/astroid/,[]
overrides,37785890,https://github.com/mkorpela/overrides,https://pypi.org/project/overrides/,[]
brotli,37630839,https://github.com/google/brotli,https://pypi.org/project/brotli/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
xgboost,37514383,https://github.com/dmlc/xgboost,https://pypi.org/project/xgboost/,[]
ipython-pygments-lexers,37422538,https://github.com/ipython/ipython-pygments-lexers,https://pypi.org/project/ipython-pygments-lexers/,[]
google-cloud-bigquery-datatransfer,37376977,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-bigquery-datatransfer/,[]
jsonschema-path,36985489,https://github.com/p1c2u/jsonschema-path,https://pypi.org/project/jsonschema-path/,[]
google-cloud-texttospeech,36906336,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-texttospeech/,[]
ray,36732945,https://github.com/ray-project/ray,https://pypi.org/project/ray/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL("", ""WinDLL(""]}, {""type"": ""Cython"", ""keywords"": [""ctypedef"", ""cimport""]}]"
google-cloud-orchestration-airflow,36577720,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-orchestration-airflow/,[]
absl-py,36479405,https://github.com/abseil/abseil-py,https://pypi.org/project/absl-py/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
responses,36440154,https://github.com/getsentry/responses,https://pypi.org/project/responses/,[]
numba,36439466,,https://pypi.org/project/numba/,[]
google-cloud-run,36354389,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-run/,[]
google-cloud-dataproc-metastore,36252974,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-dataproc-metastore/,[]
imageio,36162246,https://github.com/imageio/imageio,https://pypi.org/project/imageio/,[]
google-pasta,36161420,https://github.com/google/pasta,https://pypi.org/project/google-pasta/,[]
jupyterlab-server,36050474,https://github.com/jupyterlab/jupyterlab_server,https://pypi.org/project/jupyterlab-server/,[]
pylint,35996092,https://github.com/pylint-dev/pylint,https://pypi.org/project/pylint/,[]
db-dtypes,35960878,https://github.com/googleapis/python-db-dtypes-pandas,https://pypi.org/project/db-dtypes/,[]
portalocker,35881608,https://github.com/wolph/portalocker,https://pypi.org/project/portalocker/,[]
webcolors,35878238,https://github.com/ubernostrum/webcolors,https://pypi.org/project/webcolors/,[]
llvmlite,35818769,https://github.com/numba/llvmlite,https://pypi.org/project/llvmlite/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
lazy-object-proxy,35725405,https://github.com/ionelmc/python-lazy-object-proxy,https://pypi.org/project/lazy-object-proxy/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
nvidia-nvtx-cu12,35670981,,https://pypi.org/project/nvidia-nvtx-cu12/,[]
langchain-openai,35607243,https://github.com/langchain-ai/langchain,https://pypi.org/project/langchain-openai/,[]
inflection,35546592,https://github.com/jpvanhal/inflection,https://pypi.org/project/inflection/,[]
coloredlogs,35482118,,https://pypi.org/project/coloredlogs/,[]
psycopg2,35222388,https://github.com/psycopg/psycopg2,https://pypi.org/project/psycopg2/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
tree-sitter,35196356,https://github.com/tree-sitter/py-tree-sitter,https://pypi.org/project/tree-sitter/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
kombu,35188140,https://github.com/celery/kombu,https://pypi.org/project/kombu/,[]
typer-slim,35156706,https://github.com/fastapi/typer,https://pypi.org/project/typer-slim/,[]
setproctitle,35041785,https://github.com/dvarrazzo/py-setproctitle,https://pypi.org/project/setproctitle/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
google-cloud-automl,35035974,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-automl/,[]
widgetsnbextension,35031437,,https://pypi.org/project/widgetsnbextension/,[]
trio,34691073,https://github.com/python-trio/trio,https://pypi.org/project/trio/,"[{""type"": ""CFFI"", ""keywords"": [""ffi.dlopen("", ""ffi.cdef("", ""FFI("", ""ffi.new(""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
django,34682261,https://github.com/django/django,https://pypi.org/project/django/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL("", ""CDLL(""]}]"
ipywidgets,34612675,,https://pypi.org/project/ipywidgets/,[]
antlr4-python3-runtime,34600619,,https://pypi.org/project/antlr4-python3-runtime/,[]
async-lru,34509500,https://github.com/aio-libs/async-lru,https://pypi.org/project/async-lru/,[]
gevent,34423277,https://github.com/gevent/gevent,https://pypi.org/project/gevent/,"[{""type"": ""CFFI"", ""keywords"": [""FFI("", ""ffi.cdef("", ""ffi.new(""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_""]}, {""type"": ""Cython"", ""keywords"": [""cpdef"", ""ctypedef"", ""cimport""]}]"
jupyterlab-widgets,34313341,https://github.com/jupyter-widgets/ipywidgets,https://pypi.org/project/jupyterlab-widgets/,[]
fqdn,34050058,https://github.com/ypcrts/fqdn,https://pypi.org/project/fqdn/,[]
google-cloud-dataflow-client,33940908,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-dataflow-client/,[]
outcome,33771489,https://github.com/python-trio/outcome,https://pypi.org/project/outcome/,[]
opencv-python,33705948,https://github.com/opencv/opencv-python,https://pypi.org/project/opencv-python/,[]
gcloud-aio-storage,33694347,https://github.com/talkiq/gcloud-aio,https://pypi.org/project/gcloud-aio-storage/,[]
isoduration,33683709,https://github.com/bolsote/isoduration,https://pypi.org/project/isoduration/,[]
click-plugins,33628982,https://github.com/click-contrib/click-plugins,https://pypi.org/project/click-plugins/,[]
uri-template,33548158,,https://pypi.org/project/uri-template/,[]
google-cloud-audit-log,33394373,https://github.com/googleapis/python-audit-log,https://pypi.org/project/google-cloud-audit-log/,[]
apache-beam,33344496,,https://pypi.org/project/apache-beam/,[]
send2trash,33332510,https://github.com/arsenetar/send2trash,https://pypi.org/project/send2trash/,[]
thrift,33139427,,https://pypi.org/project/thrift/,[]
adal,33118539,https://github.com/AzureAD/azure-activedirectory-library-for-python,https://pypi.org/project/adal/,[]
seaborn,32929708,https://github.com/mwaskom/seaborn,https://pypi.org/project/seaborn/,[]
humanize,32880768,https://github.com/python-humanize/humanize,https://pypi.org/project/humanize/,[]
pymssql,32678996,https://github.com/pymssql/pymssql,https://pypi.org/project/pymssql/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}]"
oauth2client,32610766,https://github.com/google/oauth2client,https://pypi.org/project/oauth2client/,[]
python-telegram-bot,32574972,https://github.com/python-telegram-bot/python-telegram-bot,https://pypi.org/project/python-telegram-bot/,[]
rfc3986-validator,32403040,https://github.com/naimetti/rfc3986-validator,https://pypi.org/project/rfc3986-validator/,[]
gym-notices,32380910,https://github.com/Farama-Foundation/gym-notices,https://pypi.org/project/gym-notices/,[]
azure-mgmt-core,32280216,https://github.com/Azure/azure-sdk-for-python,https://pypi.org/project/azure-mgmt-core/,[]
pyodbc,32188873,https://github.com/mkleehammer/pyodbc,https://pypi.org/project/pyodbc/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
sentencepiece,32166375,https://github.com/google/sentencepiece,https://pypi.org/project/sentencepiece/,"[{""type"": ""SWIG"", ""keywords"": [""%typemap"", ""%include"", ""%module""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_""]}]"
aws-lambda-powertools,32034441,https://github.com/aws-powertools/powertools-lambda-python,https://pypi.org/project/aws-lambda-powertools/,[]
flask-cors,31713030,https://github.com/corydolphin/flask-cors,https://pypi.org/project/flask-cors/,[]
psycopg,31603819,https://github.com/psycopg/psycopg,https://pypi.org/project/psycopg/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}]"
polars,31515813,https://github.com/pola-rs/polars,https://pypi.org/project/polars/,"[{""type"": ""Rust"", ""keywords"": [""#[pymodule]"", ""#[pyfunction]"", ""#[pyclass]""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
zeep,31295218,https://github.com/mvantellingen/python-zeep,https://pypi.org/project/zeep/,[]
terminado,31267444,https://github.com/jupyter/terminado,https://pypi.org/project/terminado/,[]
anthropic,30940535,https://github.com/anthropics/anthropic-sdk-python,https://pypi.org/project/anthropic/,[]
ecdsa,30916884,https://github.com/tlsfuzzer/python-ecdsa,https://pypi.org/project/ecdsa/,[]
asyncpg,30896488,https://github.com/MagicStack/asyncpg,https://pypi.org/project/asyncpg/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""Cython"", ""keywords"": [""cpdef"", ""ctypedef"", ""cimport""]}]"
pipx,30755450,https://github.com/pypa/pipx,https://pypi.org/project/pipx/,[]
google-cloud-bigquery-storage,30614977,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-bigquery-storage/,[]
oss2,30590604,,https://pypi.org/project/oss2/,[]
jupyter-events,30474903,https://github.com/jupyter/jupyter_events,https://pypi.org/project/jupyter-events/,[]
sshtunnel,30403800,https://github.com/pahaz/sshtunnel,https://pypi.org/project/sshtunnel/,[]
nvidia-cusparselt-cu12,30256698,,https://pypi.org/project/nvidia-cusparselt-cu12/,[]
tritonclient,30226499,,https://pypi.org/project/tritonclient/,[]
notebook-shim,30196937,,https://pypi.org/project/notebook-shim/,[]
h5py,30093997,https://github.com/h5py/h5py,https://pypi.org/project/h5py/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
delta-spark,30034471,https://github.com/delta-io/delta,https://pypi.org/project/delta-spark/,[]
billiard,30021947,https://github.com/celery/billiard,https://pypi.org/project/billiard/,"[{""type"": ""CFFI"", ""keywords"": [""ffi.dlopen("", ""ffi.cdef("", ""FFI("", ""ffi.new(""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC""]}]"
torchvision,29942280,https://github.com/pytorch/vision,https://pypi.org/project/torchvision/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_""]}]"
orderly-set,29889879,https://github.com/seperman/orderly-set,https://pypi.org/project/orderly-set/,[]
ordered-set,29802690,https://github.com/rspeer/ordered-set,https://pypi.org/project/ordered-set/,[]
langchain-google-vertexai,29723320,https://github.com/langchain-ai/langchain-google,https://pypi.org/project/langchain-google-vertexai/,[]
rfc3986,29694858,,https://pypi.org/project/rfc3986/,[]
dbt-protos,29578695,https://github.com/dbt-labs/proto-python-public,https://pypi.org/project/dbt-protos/,[]
mock,29552024,https://github.com/testing-cabal/mock,https://pypi.org/project/mock/,[]
tensorboard,29463150,https://github.com/tensorflow/tensorboard,https://pypi.org/project/tensorboard/,[]
rich-toolkit,29317656,,https://pypi.org/project/rich-toolkit/,[]
jupyter-server-terminals,29261077,https://github.com/jupyter-server/jupyter_server_terminals,https://pypi.org/project/jupyter-server-terminals/,[]
pandas-gbq,29222213,https://github.com/googleapis/python-bigquery-pandas,https://pypi.org/project/pandas-gbq/,[]
celery,29196068,https://github.com/celery/celery,https://pypi.org/project/celery/,[]
azure-storage-file-datalake,28933663,https://github.com/Azure/azure-sdk-for-python,https://pypi.org/project/azure-storage-file-datalake/,[]
click-didyoumean,28797819,https://github.com/click-contrib/click-didyoumean,https://pypi.org/project/click-didyoumean/,[]
nh3,28790353,https://github.com/messense/nh3,https://pypi.org/project/nh3/,"[{""type"": ""Rust"", ""keywords"": [""#[pyfunction]"", ""#[pyclass]""]}]"
fastavro,28787816,https://github.com/fastavro/fastavro,https://pypi.org/project/fastavro/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}]"
langchain-text-splitters,28746596,https://github.com/langchain-ai/langchain,https://pypi.org/project/langchain-text-splitters/,[]
retry,28628440,https://github.com/invl/retry,https://pypi.org/project/retry/,[]
tableauserverclient,28604796,https://github.com/tableau/server-client-python,https://pypi.org/project/tableauserverclient/,[]
pytzdata,28555181,https://github.com/sdispater/pytzdata,https://pypi.org/project/pytzdata/,[]
appdirs,28547646,https://github.com/ActiveState/appdirs,https://pypi.org/project/appdirs/,[]
omegaconf,28083480,https://github.com/omry/omegaconf,https://pypi.org/project/omegaconf/,[]
amqp,28074984,https://github.com/celery/py-amqp,https://pypi.org/project/amqp/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef""]}]"
apache-airflow-providers-common-sql,28040014,https://github.com/apache/airflow,https://pypi.org/project/apache-airflow-providers-common-sql/,"[{""type"": ""CFFI"", ""keywords"": [""FFI(""]}]"
pypdf,28023715,https://github.com/py-pdf/pypdf,https://pypi.org/project/pypdf/,[]
jupyter-lsp,27982378,https://github.com/jupyter-lsp/jupyterlab-lsp,https://pypi.org/project/jupyter-lsp/,[]
vine,27975154,https://github.com/celery/vine,https://pypi.org/project/vine/,[]
opentelemetry-instrumentation-asgi,27946390,https://github.com/open-telemetry/opentelemetry-python-contrib,https://pypi.org/project/opentelemetry-instrumentation-asgi/,[]
freezegun,27934923,https://github.com/spulec/freezegun,https://pypi.org/project/freezegun/,[]
sendgrid,27896814,https://github.com/sendgrid/sendgrid-python,https://pypi.org/project/sendgrid/,[]
libcst,27744610,https://github.com/Instagram/LibCST,https://pypi.org/project/libcst/,"[{""type"": ""Rust"", ""keywords"": [""#[pyfunction]""]}]"
gspread,27720950,https://github.com/burnash/gspread,https://pypi.org/project/gspread/,[]
mashumaro,27436689,https://github.com/Fatal1ty/mashumaro,https://pypi.org/project/mashumaro/,[]
tb-nightly,27407038,https://github.com/tensorflow/tensorboard,https://pypi.org/project/tb-nightly/,[]
opentelemetry-instrumentation-fastapi,27302133,https://github.com/open-telemetry/opentelemetry-python-contrib,https://pypi.org/project/opentelemetry-instrumentation-fastapi/,[]
statsmodels,27209638,https://github.com/statsmodels/statsmodels,https://pypi.org/project/statsmodels/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}]"
click-repl,27142897,https://github.com/untitaker/click-repl,https://pypi.org/project/click-repl/,[]
google-cloud-dataproc,27049355,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-dataproc/,[]
nvidia-cufile-cu12,26869096,,https://pypi.org/project/nvidia-cufile-cu12/,[]
trio-websocket,26771098,https://github.com/python-trio/trio-websocket,https://pypi.org/project/trio-websocket/,[]
types-pytz,26571956,https://github.com/python/typeshed,https://pypi.org/project/types-pytz/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL("", ""CDLL(""]}]"
ijson,26571759,https://github.com/ICRAR/ijson,https://pypi.org/project/ijson/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""CFFI"", ""keywords"": [""ffi.dlopen("", ""ffi.cdef("", ""FFI("", ""ffi.new(""]}]"
openapi-spec-validator,26550196,https://github.com/python-openapi/openapi-spec-validator,https://pypi.org/project/openapi-spec-validator/,[]
psycopg-binary,26514545,https://github.com/psycopg/psycopg,https://pypi.org/project/psycopg-binary/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}]"
pkgutil-resolve-name,26409386,https://github.com/graingert/pkgutil-resolve-name,https://pypi.org/project/pkgutil-resolve-name/,[]
pbr,26318505,,https://pypi.org/project/pbr/,[]
progressbar2,26307631,https://github.com/wolph/python-progressbar,https://pypi.org/project/progressbar2/,[]
aws-requests-auth,25982593,https://github.com/davidmuller/aws-requests-auth,https://pypi.org/project/aws-requests-auth/,[]
pyee,25787355,https://github.com/jfhbrook/pyee,https://pypi.org/project/pyee/,[]
mlflow,25735293,https://github.com/mlflow/mlflow,https://pypi.org/project/mlflow/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
databricks-sqlalchemy,25726083,https://github.com/databricks/databricks-sqlalchemy,https://pypi.org/project/databricks-sqlalchemy/,[]
graphviz,25721580,https://github.com/xflr6/graphviz,https://pypi.org/project/graphviz/,[]
prettytable,25646117,https://github.com/prettytable/prettytable,https://pypi.org/project/prettytable/,[]
sqlglot,25590800,https://github.com/tobymao/sqlglot,https://pypi.org/project/sqlglot/,"[{""type"": ""Rust"", ""keywords"": [""#[pymodule]"", ""#[pyclass]""]}]"
readme-renderer,25582281,https://github.com/pypa/readme_renderer,https://pypi.org/project/readme-renderer/,[]
pytimeparse,25410144,https://github.com/wroberts/pytimeparse,https://pypi.org/project/pytimeparse/,[]
pathable,25313068,https://github.com/p1c2u/pathable,https://pypi.org/project/pathable/,[]
mlflow-skinny,25292292,https://github.com/mlflow/mlflow,https://pypi.org/project/mlflow-skinny/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
snowballstemmer,25267099,https://github.com/snowballstem/snowball,https://pypi.org/project/snowballstemmer/,[]
graphql-relay,25236280,https://github.com/graphql-python/graphql-relay-py,https://pypi.org/project/graphql-relay/,[]
pathos,25176322,https://github.com/uqfoundation/pathos,https://pypi.org/project/pathos/,[]
onnxruntime,25059439,https://github.com/microsoft/onnxruntime,https://pypi.org/project/onnxruntime/,"[{""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}, {""type"": ""SWIG"", ""keywords"": [""%include""]}]"
patsy,24959150,https://github.com/pydata/patsy,https://pypi.org/project/patsy/,[]
reportlab,24890991,,https://pypi.org/project/reportlab/,[]
graphene,24853787,https://github.com/graphql-python/graphene,https://pypi.org/project/graphene/,[]
playwright,24844014,https://github.com/microsoft/playwright-python,https://pypi.org/project/playwright/,[]
entrypoints,24811311,https://github.com/takluyver/entrypoints,https://pypi.org/project/entrypoints/,[]
python-utils,24771471,https://github.com/WoLpH/python-utils,https://pypi.org/project/python-utils/,[]
semantic-version,24744478,https://github.com/rbarrois/python-semanticversion,https://pypi.org/project/semantic-version/,[]
simple-salesforce,24718006,https://github.com/simple-salesforce/simple-salesforce,https://pypi.org/project/simple-salesforce/,[]
pydata-google-auth,24662272,https://github.com/pydata/pydata-google-auth,https://pypi.org/project/pydata-google-auth/,[]
smdebug-rulesconfig,24620052,https://github.com/awslabs/sagemaker-debugger-rulesconfig,https://pypi.org/project/smdebug-rulesconfig/,[]
gremlinpython,24595323,,https://pypi.org/project/gremlinpython/,[]
tensorflow,24584038,https://github.com/tensorflow/tensorflow,https://pypi.org/project/tensorflow/,"[{""type"": ""SWIG"", ""keywords"": [""%module""]}, {""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_""]}, {""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}, {""type"": ""CFFI"", ""keywords"": [""FFI(""]}, {""type"": ""Cython"", ""keywords"": [""cimport""]}]"
tblib,24542581,https://github.com/ionelmc/python-tblib,https://pypi.org/project/tblib/,[]
llama-parse,24487580,,https://pypi.org/project/llama-parse/,[]
mdit-py-plugins,24485923,https://github.com/executablebooks/mdit-py-plugins,https://pypi.org/project/mdit-py-plugins/,[]
mypy-boto3-sts,24456280,https://github.com/youtype/mypy_boto3_builder,https://pypi.org/project/mypy-boto3-sts/,[]
agate,24445412,https://github.com/wireservice/agate,https://pypi.org/project/agate/,[]
sagemaker,24373467,https://github.com/aws/sagemaker-python-sdk,https://pypi.org/project/sagemaker/,[]
html5lib,24352131,https://github.com/html5lib/html5lib-python,https://pypi.org/project/html5lib/,[]
tf-keras-nightly,24284262,https://github.com/keras-team/tf-keras,https://pypi.org/project/tf-keras-nightly/,[]
purecloudplatformclientv2,24283578,,https://pypi.org/project/purecloudplatformclientv2/,[]
pox,24174548,https://github.com/uqfoundation/pox,https://pypi.org/project/pox/,[]
ppft,24137811,https://github.com/uqfoundation/ppft,https://pypi.org/project/ppft/,[]
fastmcp,24119785,https://github.com/jlowin/fastmcp,https://pypi.org/project/fastmcp/,[]
moto,24088517,https://github.com/getmoto/moto,https://pypi.org/project/moto/,"[{""type"": ""Cython"", ""keywords"": [""cimport""]}]"
ml-dtypes,23852093,https://github.com/jax-ml/ml_dtypes,https://pypi.org/project/ml-dtypes/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
rfc3987-syntax,23846031,https://github.com/willynilly/rfc3987-syntax,https://pypi.org/project/rfc3987-syntax/,[]
dask,23837786,https://github.com/dask/dask,https://pypi.org/project/dask/,[]
wandb,23833985,https://github.com/wandb/wandb,https://pypi.org/project/wandb/,"[{""type"": ""SWIG"", ""keywords"": [""%typemap"", ""%include"", ""%module""]}, {""type"": ""Cython"", ""keywords"": [""ctypedef"", ""cimport""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
zope-event,23775566,https://github.com/zopefoundation/zope.event,https://pypi.org/project/zope-event/,[]
hvac,23761759,https://github.com/hvac/hvac,https://pypi.org/project/hvac/,[]
ibmcloudant,23650692,https://github.com/IBM/cloudant-python-sdk,https://pypi.org/project/ibmcloudant/,[]
lockfile,23636143,,https://pypi.org/project/lockfile/,[]
pytest-timeout,23615795,https://github.com/pytest-dev/pytest-timeout,https://pypi.org/project/pytest-timeout/,[]
mergedeep,23360196,https://github.com/clarketm/mergedeep,https://pypi.org/project/mergedeep/,[]
google-cloud-spanner,23342233,https://github.com/googleapis/python-spanner,https://pypi.org/project/google-cloud-spanner/,[]
aiosqlite,23225663,https://github.com/omnilib/aiosqlite,https://pypi.org/project/aiosqlite/,[]
pycountry,23194632,https://github.com/flyingcircusio/pycountry,https://pypi.org/project/pycountry/,[]
twine,23157660,https://github.com/pypa/twine,https://pypi.org/project/twine/,[]
streamlit,23125658,https://github.com/streamlit/streamlit,https://pypi.org/project/streamlit/,[]
cfn-lint,23095717,https://github.com/aws-cloudformation/cfn-lint,https://pypi.org/project/cfn-lint/,[]
azure-datalake-store,23073875,https://github.com/Azure/azure-data-lake-store-python,https://pypi.org/project/azure-datalake-store/,[]
pybind11,22944867,https://github.com/pybind/pybind11,https://pypi.org/project/pybind11/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_""]}, {""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""Boost.Python"", ""keywords"": [""BOOST_PYTHON_MODULE"", ""boost/python.hpp""]}]"
great-expectations,22943658,https://github.com/great-expectations/great_expectations,https://pypi.org/project/great-expectations/,[]
llama-cloud-services,22924718,,https://pypi.org/project/llama-cloud-services/,[]
aws-sam-translator,22892487,https://github.com/awslabs/serverless-application-model,https://pypi.org/project/aws-sam-translator/,[]
retrying,22864627,https://github.com/groodt/retrying,https://pypi.org/project/retrying/,[]
pywin32,22841829,https://github.com/mhammond/pywin32,https://pypi.org/project/pywin32/,"[{""type"": ""SWIG"", ""keywords"": [""%typemap"", ""%include"", ""%module""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_""]}, {""type"": ""Cython"", ""keywords"": [""cpdef"", ""cimport""]}, {""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}]"
ujson,22818729,https://github.com/ultrajson/ultrajson,https://pypi.org/project/ujson/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
tree-sitter-languages,22726321,https://github.com/grantjenks/py-tree-sitter-languages,https://pypi.org/project/tree-sitter-languages/,[]
sphinxcontrib-serializinghtml,22713011,https://github.com/sphinx-doc/sphinxcontrib-serializinghtml,https://pypi.org/project/sphinxcontrib-serializinghtml/,[]
tox,22605849,https://github.com/tox-dev/tox,https://pypi.org/project/tox/,[]
ninja,22594680,https://github.com/scikit-build/ninja-python-distributions,https://pypi.org/project/ninja/,[]
pytest-runner,22457380,https://github.com/pytest-dev/pytest-runner,https://pypi.org/project/pytest-runner/,[]
gcloud-aio-bigquery,22416973,https://github.com/talkiq/gcloud-aio,https://pypi.org/project/gcloud-aio-bigquery/,[]
fastapi-cli,22360866,https://github.com/fastapi/fastapi-cli,https://pypi.org/project/fastapi-cli/,[]
openapi-schema-validator,22308057,https://github.com/python-openapi/openapi-schema-validator,https://pypi.org/project/openapi-schema-validator/,[]
duckdb,22297139,https://github.com/duckdb/duckdb-python,https://pypi.org/project/duckdb/,"[{""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_""]}]"
cramjam,22231008,https://github.com/milesgranger/pyrus-cramjam,https://pypi.org/project/cramjam/,"[{""type"": ""Rust"", ""keywords"": [""#[pymodule]"", ""#[pyfunction]"", ""#[pyclass]""]}]"
flask-sqlalchemy,22142534,https://github.com/pallets-eco/flask-sqlalchemy,https://pypi.org/project/flask-sqlalchemy/,[]
mypy-boto3-iam,22141182,https://github.com/youtype/mypy_boto3_builder,https://pypi.org/project/mypy-boto3-iam/,[]
tldextract,22081834,https://github.com/john-kurkowski/tldextract,https://pypi.org/project/tldextract/,[]
